baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R16W0	R8W7	R16W7	R8W0	R10W7	R6W0	R6W7	R10W0	R3W0	R9W7	R3W7	R9W0	R19W7	R21W0	R21W7	R19W0	Significant	Description	Symbol	KO	Phylum
97.6110011207831	-0.159167718992931	0.537046315109485	-0.296376149532805	0.766942837487156	0.999933555398506	157	55	129	144	56	74	135	83	66	156	14	86	9	112	114	38	No	ATP-dependent target DNA activator	MuB	K07132	K07132
299.745828078446	0.0225475211978752	0.284434332718754	0.0792714472347821	0.936816716620283	0.999933555398506	213	537	217	390	226	244	237	589	246	161	394	140	393	305	291	276	No	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4]	cas3	K07012	K07012
69.6173876293959	0.413595426946995	0.556068803126533	0.743784626329561	0.457006782375548	0.999933555398506	55	118	100	83	113	14	97	27	20	25	33	20	58	97	58	94	No	uncharacterized protein	K09702	K09702	K09702
1.66366970336486	-0.591864956660933	2.32246215208634	-0.254843746809498	0.798843785429394	0.999933555398506	4	0	0	0	0	7	7	0	8	0	4	0	3	0	0	0	No	muconate cycloisomerase [EC:5.5.1.1]	catB	K01856	K01856
74.7557484140738	0.216548665384803	0.534100220983043	0.405445751335268	0.685149886783541	0.999933555398506	27	14	23	41	129	149	172	118	34	175	21	80	74	36	39	83	No	xylose isomerase [EC:5.3.1.5]	xylA	K01805	K01805
186.702302006338	0.342101150447671	0.297460716831791	1.15007169380663	0.250114343781528	0.999933555398506	80	207	69	255	260	166	234	354	317	221	236	71	396	124	138	88	No	translocation and assembly module TamB	tamB	K09800	K09800
418.553871368349	0.552601423751093	0.544292028403368	1.01526642852386	0.309978842763782	0.999933555398506	307	425	824	416	322	248	364	377	122	848	75	369	110	434	555	218	No	maltose phosphorylase [EC:2.4.1.8]	mapA	K00691	K00691
390.638767830833	0.536376573683825	0.544360201454688	0.985333924578745	0.324460074177685	0.999933555398506	307	408	806	416	326	213	301	336	130	676	64	288	112	428	547	218	No	glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]	K16153	K16153	K16153
194.108421349213	0.25140022265097	0.469896893069644	0.535011459660173	0.592641933046882	0.999933555398506	259	468	235	223	200	73	139	163	73	152	50	85	62	213	233	183	No	glycogen synthase [EC:2.4.1.11]	GYS	K00693	K00693
32.7859916908838	0.581009128961934	0.568481987956901	1.02203612650957	0.306763802176667	0.999933555398506	15	38	6	18	37	58	78	47	29	73	13	33	66	6	23	20	No	general secretion pathway protein D	gspD	K02453	K02453
143.164288059428	0.321277096228601	0.491492065196792	0.653677076353129	0.513319875109664	0.999933555398506	120	143	219	104	242	91	21	111	187	57	167	14	112	174	187	173	No	glyoxylase I family protein	yaeR	K08234	K08234
518.986738879498	0.175789430829878	0.370376238106157	0.474623943827338	0.635055036802173	0.999933555398506	468	1154	444	670	558	391	551	363	336	262	296	185	285	561	629	653	No	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	manC, cpsB	K00971	K00971
163.385309531088	0.143718177249866	0.417117494088674	0.344550826293834	0.730432079294483	0.999933555398506	159	229	184	247	116	164	196	71	70	226	48	148	74	141	205	144	No	zinc/manganese transport system permease protein	ABC.ZM.P	K02075	K02075
186.376312105169	0.00310413744216775	0.870927367780274	0.00356417487497177	0.997156205916208	0.999933555398506	170	98	177	194	78	423	489	45	0	393	13	236	22	245	179	51	No	23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	ermC, ermA	K00561	K00561
48.946133013726	-0.118819634107465	0.625595339233756	-0.189930497648845	0.849363593762358	0.999933555398506	17	37	18	79	11	37	65	30	14	93	11	43	26	103	92	37	No	DNA repair protein RadD	radD	K19789	K19789
197.864409142601	-0.0497683740822593	0.428615678025261	-0.116114217546952	0.907562021059645	0.999933555398506	198	276	223	325	294	97	147	194	127	89	67	54	131	212	199	296	No	uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23]	UMPS	K13421	K13421
13.7992551221112	-2.12089931198847	1.54344802085752	-1.37413070173242	0.169401109587457	0.999933555398506	20	0	0	0	0	39	24	0	35	0	14	73	17	3	0	0	No	IclR family transcriptional regulator, KDG regulon repressor	kdgR	K19333	K19333
204.526609818852	0.174133722612372	0.354601522260491	0.491068739644195	0.623377830351983	0.999933555398506	107	281	186	288	147	114	142	127	180	215	97	138	507	236	201	244	No	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	nuoI	K00338	K00338
189.38429203613	-0.040022415998024	0.401154920620944	-0.0997679797522456	0.920528529638061	0.999933555398506	337	302	208	149	122	119	179	172	125	207	87	120	71	189	217	181	No	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	nuoH	K00337	K00337
288.33541720213	0.227801633445024	0.603779945961565	0.377292480428831	0.705956259738887	0.999933555398506	361	380	362	336	149	106	165	300	115	254	73	115	57	422	694	162	No	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	nuoD	K00333	K00333
285.089659375928	0.219080859213525	0.575471951285154	0.380697719018745	0.703427561605798	0.999933555398506	361	318	362	336	149	107	153	300	129	254	78	94	109	422	691	162	No	NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	nuoCD	K13378	K13378
199.034345501719	-0.0766381149168985	0.375942688067008	-0.203855846514665	0.838466149843295	0.999933555398506	226	148	210	129	211	161	162	208	131	218	104	150	113	313	254	166	No	large subunit ribosomal protein L25	RP-L25, rplY	K02897	K02897
54.4470569980208	-0.710173035205319	0.548016347472705	-1.29589753751039	0.195010787744909	0.999933555398506	57	96	59	56	20	84	31	92	76	0	49	74	60	33	23	71	No	germination protein M	gerM	K06298	K06298
204.235022604999	0.244720015480544	0.570255200871551	0.429141225027892	0.667820452744148	0.999933555398506	300	396	314	285	208	79	127	129	92	168	48	73	44	216	266	169	No	maltose/moltooligosaccharide transporter	malY, malT	K16211	K16211
13.0470497839348	0.192777385693181	1.64328224077762	0.117312401308467	0.906612498065364	0.999933555398506	0	56	4	19	0	0	11	0	0	0	0	4	0	27	31	28	No	pectate lyase C [EC:4.2.2.2 4.2.2.10]	pelC	K19551	K19551
31.9809459651687	-0.533463660782784	0.667333626124693	-0.79939574434558	0.424060977295584	0.999933555398506	15	17	8	72	23	6	3	47	40	14	64	29	32	62	47	18	No	polyhydroxybutyrate depolymerase	lpqC	K03932	K03932
316.965468427487	0.113494955152434	0.491827883448084	0.230761530551601	0.817500068817723	0.999933555398506	527	427	406	428	341	151	244	163	90	277	91	200	247	271	388	317	No	GDP-L-fucose synthase [EC:1.1.1.271]	TSTA3, fcl	K02377	K02377
94.1895226946757	-0.0779339874349226	0.393240780083559	-0.19818388982537	0.842901191554317	0.999933555398506	82	114	156	93	62	71	56	257	131	47	70	69	81	34	100	93	No	flagellar hook protein FlgE	flgE	K02390	K02390
87.9292024517612	-0.0643966531266774	0.417481798236952	-0.154250205394889	0.877412457658112	0.999933555398506	79	111	141	136	84	53	33	168	124	29	91	57	67	39	85	91	No	flagellar basal-body rod protein FlgG	flgG	K02392	K02392
222.479303281276	-0.0688913836169584	0.588361973734845	-0.117090136161664	0.906788626170577	0.999933555398506	360	164	369	319	209	76	15	215	105	153	130	66	251	325	278	169	No	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	pdxS, pdx1	K06215	K06215
344.453873096226	0.19030785100456	0.398363028932089	0.47772468121534	0.632846175135373	0.999933555398506	251	466	416	513	243	146	261	342	192	654	139	164	148	381	385	411	No	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	spoT	K01139	K01139
34.8761731679234	1.08272870451564	1.63083513332825	0.663910583227365	0.506747542252074	0.999933555398506	12	0	27	0	5	68	139	0	25	203	7	72	0	0	8	0	No	6-phosphogluconolactonase [EC:3.1.1.31]	PGLS, pgl, devB	K01057	K01057
15.8920932279341	-1.7699747188514	1.2903170924404	-1.3717362415961	0.170145561881021	0.999933555398506	12	30	0	45	8	0	0	38	0	0	0	23	9	35	9	25	No	teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]	tuaG	K16698	K16698
54.3743778395968	-0.045469284456256	0.402912790672271	-0.112851429661464	0.910148343761668	0.999933555398506	60	33	49	28	56	103	57	99	133	61	67	24	74	23	38	26	No	ferredoxin-nitrite reductase [EC:1.7.7.1]	nirA	K00366	K00366
282.067990069698	0.175406983172019	0.350798162091869	0.500022526133083	0.617059216200489	0.999933555398506	276	164	527	481	164	256	406	300	164	287	214	192	159	200	319	198	No	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	pcaC	K01607	K01607
95.3934237051327	-0.48251993727086	0.445341149710923	-1.08348383611995	0.278593721608159	0.999933555398506	128	90	50	85	129	61	49	383	109	54	55	99	80	17	95	81	No	formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]	fdhB	K15022	K15022
131.499815089758	-0.775567325895728	0.331537463225319	-2.33930524276419	0.0193196415683996	0.999933555398506	144	73	109	166	108	176	46	389	135	61	154	170	150	121	77	71	Yes	oligoendopeptidase F [EC:3.4.24.-]	pepF, pepB	K08602	K08602
239.416374226794	0.228501559748592	0.347592169775364	0.657384082893076	0.510933983634116	0.999933555398506	262	428	247	269	313	166	167	185	137	139	159	151	237	208	269	255	No	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	pdxA	K00097	K00097
203.386820878624	0.402220615951857	0.577499946148036	0.696485980015576	0.486124534331546	0.999933555398506	174	395	231	326	105	91	138	77	109	282	51	91	40	219	405	185	No	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	nuoJ	K00339	K00339
139.834282990601	-0.021347646463128	0.68014402772329	-0.031386949812067	0.974960948566177	0.999933555398506	167	178	194	163	108	91	127	0	112	122	64	103	45	160	172	192	No	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	nuoK	K00340	K00340
47.0407763255698	0.870366712522414	0.878034185199958	0.991267455405739	0.321554999955349	0.999933555398506	30	165	54	55	35	0	0	24	19	0	159	14	71	61	29	31	No	LytTR family transcriptional regulator, CO-responsive transcriptional regulator RcoM	rcoM	K21696	K21696
188.703270092062	0.303221336453317	0.415507005453131	0.729762272293432	0.465535509416486	0.999933555398506	165	274	206	264	150	123	178	179	92	448	39	101	108	179	166	171	No	MFS transporter, NHS family, nucleoside permease	nupG	K03289	K03289
188.703270092062	0.303221336453317	0.415507005453131	0.729762272293432	0.465535509416486	0.999933555398506	165	274	206	264	150	123	178	179	92	448	39	101	108	179	166	171	No	MFS transporter, NHS family, xanthosine permease	xapB	K11537	K11537
76.0839347670272	0.80433379619221	0.480677309824722	1.67333423016266	0.0942615174471612	0.999933555398506	67	141	87	55	48	17	20	57	87	48	281	25	160	73	51	43	No	GntR family transcriptional regulator, rspAB operon transcriptional repressor	rspR	K22293	K22293
51.1089514225305	0.0967245566505718	0.639337819072193	0.151288651734913	0.879748020848445	0.999933555398506	47	0	92	33	33	90	54	26	94	84	117	41	9	36	24	36	No	hemerythrin	hr	K07216	K07216
98.5464979500327	0.042623778514143	0.548863449611968	0.077658256428401	0.93809990032372	0.999933555398506	68	19	49	46	24	254	247	16	157	248	144	166	128	54	27	29	No	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	tag	K01246	K01246
68.2046150688722	0.150156742185775	0.694310248565777	0.21626750072601	0.828779240270463	0.999933555398506	31	0	31	0	67	73	33	98	125	190	93	70	130	47	47	86	No	D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]	dtnK, denK	K22129	K22129
22.849702795707	-0.286956983287426	0.835620005030649	-0.343406071611343	0.731292992467052	0.999933555398506	29	47	36	36	13	48	30	0	47	0	20	18	8	13	8	14	No	chemotaxis protein CheC	cheC	K03410	K03410
42.1925344574085	0.138437349563822	0.521598291649123	0.26540989834558	0.790693711739607	0.999933555398506	32	59	57	30	82	44	19	47	82	13	47	37	29	11	25	51	No	purine-binding chemotaxis protein CheW	cheW	K03408	K03408
109.420672155143	0.00113211118190704	0.383361839729525	0.00295311391114407	0.997643759428756	0.999933555398506	76	244	123	84	67	179	69	215	158	117	118	89	66	22	59	123	No	two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	cheA	K03407	K03407
128.284749593389	0.862757777071345	0.520379159677863	1.65794067849571	0.0973294404920482	0.999933555398506	57	64	88	21	66	213	323	128	99	610	54	140	66	51	63	46	No	glycine dehydrogenase [EC:1.4.4.2]	GLDC, gcvP	K00281	K00281
167.338703142931	0.361359988043865	0.42469854393299	0.850862319181583	0.394845838564643	0.999933555398506	82	107	114	74	117	232	364	385	132	554	72	151	89	80	91	118	No	glycine dehydrogenase subunit 2 [EC:1.4.4.2]	gcvPB	K00283	K00283
85.7233621440442	-0.913655911312811	0.528163899350978	-1.72987194398469	0.0836531569212057	0.999933555398506	102	16	40	52	109	52	62	475	85	16	29	37	84	54	92	128	No	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	gcvPA	K00282	K00282
50.4432652874595	-1.06788892832955	0.668904714980331	-1.59647391386821	0.110383025336849	0.999933555398506	44	84	33	30	16	376	64	15	23	35	6	42	12	16	12	55	No	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	agrC, blpH, fsrC	K07706	K07706
46.5965586977536	0.137859039689002	0.631500008771165	0.21830409782141	0.827192181857601	0.999933555398506	50	14	50	0	23	125	35	27	39	40	103	26	105	59	45	23	No	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	celA, chbB	K02760	K02760
13.1742927086266	-0.170676841299189	1.25122936519725	-0.136407317512311	0.891499289212113	0.999933555398506	0	14	13	0	7	60	10	0	22	0	8	0	39	27	14	9	No	@	@	K02787	K02787
13.1742927086266	-0.170676841299189	1.25122936519725	-0.136407317512311	0.891499289212113	0.999933555398506	0	14	13	0	7	60	10	0	22	0	8	0	39	27	14	9	No	lactose PTS system EIICB component [EC:2.7.1.207]	lacE	K02788	K02788
497.391940739501	-0.0523460395325365	0.480673552241217	-0.108901434847964	0.913280668571218	0.999933555398506	470	629	653	917	369	331	329	268	218	503	231	240	179	696	639	525	No	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	abnA	K06113	K06113
196.015643218135	0.156543227213613	0.580065808665395	0.269871495397711	0.787259117163347	0.999933555398506	238	102	535	280	153	80	116	184	67	109	48	102	90	222	253	173	No	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]	nqrE	K00350	K00350
240.383719230756	0.325200777942441	0.588128409934303	0.552941793746654	0.580303267765398	0.999933555398506	331	229	290	243	212	74	136	132	93	434	53	78	76	275	442	264	No	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]	nqrF	K00351	K00351
54.2849081122819	0.436602827112136	0.577194903182326	0.756421833777386	0.449396321408604	0.999933555398506	33	35	35	0	43	68	24	106	82	85	180	52	78	19	48	39	No	mannitol operon transcriptional antiterminator	mtlR	K03483	K03483
53.9294122540712	-0.276513408740211	0.657325803061104	-0.420664162965328	0.674000333517528	0.999933555398506	12	84	14	0	16	97	106	134	86	16	135	109	33	39	32	26	No	DeoR family transcriptional regulator, aga operon transcriptional repressor	agaR	K02081	K02081
35.6137878074909	0.966058660761852	2.09017794353177	0.462189673253133	0.64394530809751	0.999933555398506	83	76	72	0	21	0	0	0	0	0	0	0	5	49	128	10	No	toxin YobL [EC:3.1.-.-]	yobL	K21487	K21487
9.58850268326023	-1.25252105727558	1.27927693738635	-0.979085154020341	0.327537906427441	0.999933555398506	4	0	0	0	11	25	16	24	13	0	0	13	24	13	2	18	No	CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator	dnr	K21563	K21563
58.5415280364595	0.337868688662336	0.73333356728384	0.460729883010472	0.644992412633277	0.999933555398506	4	16	4	0	95	199	173	63	99	104	82	81	48	13	32	16	No	aminopeptidase N [EC:3.4.11.2]	pepN	K01256	K01256
6.39753880735942	-1.36003921067425	1.77649747755368	-0.76557339813794	0.443930177987536	0.999933555398506	15	0	9	0	7	26	0	45	0	0	0	0	4	2	4	0	No	uncharacterized protein	K09133	K09133	K09133
253.792993428971	-0.0835462766889133	0.435018887819651	-0.192052067227825	0.847701420710187	0.999933555398506	209	347	271	544	193	147	162	141	102	310	82	169	98	338	327	248	No	dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]	preT	K17722	K17722
112.817682234642	-0.894745521202219	0.770530230915663	-1.16120754942858	0.2455575053718	0.999933555398506	38	40	11	19	36	621	311	24	184	116	80	318	92	5	33	53	No	arginine utilization regulatory protein	rocR	K06714	K06714
15.2476479679165	0.0419177133442932	1.0953779913305	0.0382678067991652	0.969474158428713	0.999933555398506	18	14	16	0	17	75	33	28	18	0	17	0	33	0	5	6	No	formiminoglutamase [EC:3.5.3.8]	hutG	K01479	K01479
40.7487459097168	-1.2391301611526	0.621736457282345	-1.99301512182337	0.046259791243351	0.999933555398506	18	0	33	121	16	38	21	122	84	30	34	77	27	12	28	25	Yes	two-component system, OmpR family, response regulator VanR	vanRC, vanRE, vanRG	K18349	K18349
21.644722772252	-1.38346751338378	0.977608196856705	-1.41515539439218	0.157022939568678	0.999933555398506	15	16	0	30	17	20	0	107	0	36	5	44	18	5	4	39	No	stage II sporulation protein M	spoIIM	K06384	K06384
34.9994359207027	0.319724500969137	0.951711167213762	0.335946988943258	0.73691084210446	0.999933555398506	46	50	67	43	37	58	87	0	3	0	0	6	14	32	36	38	No	tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	tetX	K18221	K18221
156.399239984552	0.376021906727351	0.322318171329832	1.16661715092248	0.243365013957052	0.999933555398506	136	267	89	74	97	200	102	101	252	219	260	99	420	116	88	119	No	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	cobA, btuR	K19221	K19221
128.172794781047	0.369854763077674	0.306801688187351	1.20551736616201	0.228003638032106	0.999933555398506	78	270	89	148	73	166	174	158	82	101	265	88	189	116	80	63	No	L-Ala-D/L-Glu epimerase [EC:5.1.1.20]	ycjG, ykfB	K19802	K19802
6.05614536298389	0.90822444677262	1.90112490585121	0.477730023933368	0.632842371978595	0.999933555398506	0	0	0	0	21	7	9	0	9	0	9	17	34	0	0	0	No	tRNA pseudouridine65 synthase [EC:5.4.99.26]	truC	K06175	K06175
222.087427115288	-0.27856429223552	0.704077096833976	-0.395644587060338	0.692367239694217	0.999933555398506	303	181	429	328	157	45	16	144	157	30	272	22	130	407	233	302	No	phenylacetic acid degradation protein	paaY	K02617	K02617
227.764815372708	0.00828840592471329	0.416507198527404	0.0198997903374003	0.984123312399252	0.999933555398506	214	306	261	493	216	166	267	77	106	185	67	138	152	257	258	212	No	regulator of cell morphogenesis and NO signaling	ytfE, scdA	K07322	K07322
26.209767229286	0.201322433760522	0.91649086461127	0.219666601746121	0.826130817287958	0.999933555398506	15	17	20	54	24	28	0	57	0	67	9	25	61	0	24	25	No	localization factor PodJL	podJ	K13582	K13582
19.1809288790456	-0.106243349435181	0.911527180991656	-0.116555327861533	0.907212439554215	0.999933555398506	41	17	37	0	23	25	7	0	23	15	17	36	14	4	7	14	No	two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]	cheBR	K13924	K13924
10.9533032124575	-0.404667219758386	2.37407956716839	-0.170452256678591	0.864654478483338	0.999933555398506	0	0	0	16	0	70	23	0	0	41	19	24	0	0	0	0	No	6-oxocamphor hydrolase [EC:3.7.1.18]	camK	K20765	K20765
3.28072975303073	-0.826791420600161	2.08985565049976	-0.395621305424824	0.692384417373203	0.999933555398506	4	0	0	0	9	0	0	0	7	42	5	18	4	0	0	0	No	3-(hydroxyamino)phenol mutase [EC:5.4.4.3]	glnA	K20712	K20712
61.2931517631228	-0.587694379819192	0.641944322774114	-0.915491202226877	0.35993381898707	0.999933555398506	30	0	48	76	37	116	47	137	50	139	36	161	58	7	24	32	No	lincosamide and streptogramin A transport system ATP-binding/permease protein	lsa	K19350	K19350
25.4827012343964	0.48037794409199	1.52115394600844	0.315798374880148	0.752155551699786	0.999933555398506	6	30	11	0	93	0	0	0	28	0	25	0	32	45	26	62	No	conjugal transfer pilus assembly protein TraF	traF	K12057	K12057
0	0	0	0	1	NA	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	No	two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]	arlS	K18940	K18940
46.5165553191618	-0.791918543572859	0.593611531419638	-1.33406866554456	0.182181353896346	0.999933555398506	56	33	70	58	39	40	26	91	60	0	59	57	27	28	11	75	No	uncharacterized protein	K09749	K09749	K09749
15.9576635332302	0.955573337437287	1.4668629821361	0.651440079322027	0.514762445526748	0.999933555398506	0	0	0	0	16	41	28	15	8	114	0	27	11	3	0	0	No	urease accessory protein	ureG	K03189	K03189
259.385455100579	0.0913834979622935	0.358127587246408	0.255170227641294	0.798591624977111	0.999933555398506	331	485	260	260	174	196	164	122	230	282	168	174	189	213	308	321	No	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	nadC, QPRT	K00767	K00767
34.4776541218877	0.903716492569053	1.47300049084198	0.613520835999505	0.539532010003167	0.999933555398506	0	19	5	0	0	107	153	0	6	179	0	63	13	7	14	11	No	translation initiation factor 1	EIF1, SUI1	K03113	K03113
236.147852247602	0.128762444573239	0.274706201912918	0.468727839694193	0.639264184853329	0.999933555398506	236	348	136	246	182	291	302	178	222	288	374	329	340	122	124	129	No	glutamate:Na+ symporter, ESS family	gltS	K03312	K03312
41.659877660728	0.438242080580955	0.673131195277383	0.651050023614437	0.515014195935206	0.999933555398506	65	77	37	36	52	6	0	61	16	33	111	27	40	19	34	35	No	CRISPR system Cascade subunit CasC	casC, cse4	K19124	K19124
29.9867997953709	0.539963151093268	0.721384648865506	0.748509345107977	0.454152990438149	0.999933555398506	53	22	39	36	42	6	16	23	16	0	103	14	49	14	24	18	No	CRISPR system Cascade subunit CasB	casB, cse2	K19046	K19046
53.9659321234987	0.210710274645528	0.530206457400807	0.397411747262525	0.691063854211786	0.999933555398506	65	49	44	34	64	11	18	66	46	16	159	62	102	60	39	24	No	CRISPR system Cascade subunit CasA	casA, cse1	K19123	K19123
272.410455903667	-0.0375299692415251	0.352577817542165	-0.106444499268695	0.915229688291764	0.999933555398506	332	380	318	297	208	159	175	331	177	288	160	132	182	314	300	313	No	L-arabinose isomerase [EC:5.3.1.4]	araA	K01804	K01804
170.950961254322	0.438989256505873	0.467941324055449	0.93812885064593	0.348178196885175	0.999933555398506	69	514	80	322	34	117	73	55	170	74	567	136	268	126	126	131	No	N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]	nagEb	K02803	K02803
170.950961254322	0.438989256505873	0.467941324055449	0.93812885064593	0.348178196885175	0.999933555398506	69	514	80	322	34	117	73	55	170	74	567	136	268	126	126	131	No	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	nagE	K02804	K02804
143.891446922178	0.75804423571666	0.497257758286556	1.52444928829008	0.12739651567566	0.999933555398506	130	179	134	54	131	100	116	80	71	566	37	82	35	113	141	146	No	uncharacterized protein	K09922	K09922	K09922
14.6209767070856	-0.805012640698183	0.930983917672891	-0.864690168558884	0.387208867023771	0.999933555398506	18	0	8	22	14	6	12	59	13	0	9	9	56	13	2	16	No	spore germination protein KB	gerKB	K06296	K06296
119.300168209194	-0.193717498633471	0.840408811219655	-0.230503888164065	0.817700242509793	0.999933555398506	189	141	135	102	128	6	0	92	62	41	43	52	46	224	221	135	No	proline iminopeptidase [EC:3.4.11.5]	pip	K01259	K01259
33.7602799122127	-0.199366229594002	0.997795417066579	-0.199806720079071	0.841631745444479	0.999933555398506	25	0	20	46	0	120	62	0	59	0	136	30	84	14	11	17	No	trehalose-6-phosphate hydrolase [EC:3.2.1.93]	treC	K01226	K01226
27.0165224278457	0.32011887675816	0.899422814432943	0.355915895862598	0.721903551111559	0.999933555398506	18	0	46	44	20	59	49	0	37	0	77	14	49	17	17	11	No	@	@	K02818	K02818
27.0165224278457	0.32011887675816	0.899422814432943	0.355915895862598	0.721903551111559	0.999933555398506	18	0	46	44	20	59	49	0	37	0	77	14	49	17	17	11	No	trehalose PTS system EIIBC or EIIBCA component [EC:2.7.1.201]	treB, treP	K02819	K02819
44.4856555312725	0.369868504726533	0.660125337250917	0.560300421533349	0.57527453993969	0.999933555398506	20	112	24	100	34	50	65	45	33	0	13	23	49	33	90	16	No	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]	yigB	K20862	K20862
61.958785399884	0.365714811718369	0.567915208423646	0.643960236130106	0.51960121948926	0.999933555398506	67	104	50	0	74	70	27	57	36	35	144	44	111	53	39	75	No	uncharacterized protein	K09775	K09775	K09775
2.72631625593456	-0.60910362022318	2.68706647132407	-0.226679773918298	0.820672755821879	0.999933555398506	0	0	0	0	10	0	0	0	6	0	0	17	7	0	0	0	No	two-component system, LuxR family, response regulator TtrR	ttrR	K13041	K13041
5.13013205441011	-0.0121001572203015	2.14695553207319	-0.00563596080102184	0.995503177697805	0.999933555398506	0	0	0	0	22	0	0	0	20	106	11	21	4	0	0	0	No	two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]	dctS	K11711	K11711
40.3145063025519	-0.131000665560993	0.71086057700533	-0.184284611917663	0.853790185098893	0.999933555398506	27	66	26	77	15	42	7	30	64	0	193	17	35	29	9	55	No	lantibiotic transport system permease protein	nukG, mcdG, sboG	K20461	K20461
50.7262996576469	0.41182420347339	0.52075780427071	0.790817151650996	0.429050699641663	0.999933555398506	44	104	46	19	35	12	28	85	32	57	34	60	47	47	85	29	No	death on curing protein	doc	K07341	K07341
128.263892188882	0.197254813622423	0.399018339041197	0.494350244894527	0.621058846208441	0.999933555398506	114	248	202	102	105	40	86	232	185	125	190	91	62	62	51	147	No	flagellar hook-associated protein 1	flgK	K02396	K02396
23.6183922532449	-0.283250548321217	1.11414933813507	-0.25423032498977	0.79931762409896	0.999933555398506	43	0	16	27	17	4	6	0	39	90	7	60	35	12	0	0	No	glutamate/aspartate transport system substrate-binding protein	gltI, aatJ	K10001	K10001
28.0094366362714	0.221424792008044	1.10824947499458	0.199796884189029	0.841639438255142	0.999933555398506	0	0	4	0	6	67	147	49	23	62	9	69	5	11	28	0	No	glucose uptake protein	glcU	K05340	K05340
7.85476440619416	-1.64144684561416	1.55039997546998	-1.05872476237404	0.28972514712856	0.999933555398506	13	0	0	27	0	12	25	46	5	0	0	0	10	0	3	7	No	lipooligosaccharide transport system ATP-binding protein	nodI	K09695	K09695
19.1799064438797	-0.441581973297569	1.04136922976185	-0.424039774440574	0.671536806302366	0.999933555398506	7	0	17	0	0	47	36	101	42	44	10	19	4	3	17	3	No	glycine reductase complex component B subunit gamma [EC:1.21.4.2]	grdB	K10672	K10672
7.18949661834225	-0.618815011929976	1.45969705609768	-0.423933863088208	0.67161404716931	0.999933555398506	6	17	0	0	0	25	17	16	5	0	13	15	0	0	4	7	No	glycine reductase complex component B subunit alpha and beta [EC:1.21.4.2]	grdE	K10671	K10671
152.453356672534	0.454197193787599	0.373760049186879	1.21521065393616	0.224285758032497	0.999933555398506	73	72	107	76	180	147	245	70	148	138	239	111	205	238	226	87	No	sec-independent protein translocase protein TatA	tatA	K03116	K03116
93.890801654301	0.674010366389482	0.51707421413055	1.30350798390288	0.192401392450877	0.999933555398506	108	158	85	93	108	25	23	34	83	22	379	24	137	84	69	78	No	sec-independent protein translocase protein TatB	tatB	K03117	K03117
34.2735191141593	0.764909138894603	0.931154034117255	0.821463593421195	0.411382253264799	0.999933555398506	32	58	38	57	39	4	7	0	33	0	152	0	60	41	19	18	No	sec-independent protein translocase protein TatE	tatE	K03425	K03425
