OG	Kingdom	Description	0505-0101	R1W5
30WWV	Bacteria	Helix-turn-helix domain	25.88377	0
335S4	Bacteria	-	25.88377	6.3790025
32RSD	Bacteria	-	25.88377	0
33JE0	Bacteria	-	25.88377	0
34AQQ	Bacteria	-	25.88377	17.9885179
COG2172	Bacteria	sigma factor antagonist activity	220.2232743	365.4530607
COG1366	Bacteria	STAS domain	161.77907610000003	359.57506069999994
2ZPCV	Bacteria	Fimbrillin-A associated anchor proteins Mfa1 and Mfa2	27.7550919	0
COG0682	Bacteria	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	229.8165051000001	429.79950759999986
COG0426	Bacteria	Metallo-beta-lactamase domain protein	320.0116828999999	923.7158115000001
COG1834	Bacteria	SusD family	34.170704799999996	167.09927969999998
COG2313	Bacteria	Catalyzes the reversible cleavage of pseudouridine 5'- phosphate (PsiMP) to ribose 5-phosphate and uracil. Functions biologically in the cleavage direction, as part of a pseudouridine degradation pathway	208.06730249999998	15.5700731
COG3935	Bacteria	Replication initiation and membrane attachment	1156.2110709000003	1481.6462509
COG3331	Bacteria	Endonuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves mobile four-strand junctions by introducing symmetrical nicks in paired strands. Promotes annealing of linear ssDNA with homologous dsDNA. Required for DNA repair, homologous recombination and chromosome segregation	245.90246219999997	90.171397
COG5018	Bacteria	Exonuclease	284.7440989	22.6963545
COG4589	Bacteria	Belongs to the CDS family	240.6356589	47.754200600000004
COG3666	Bacteria	Transposase DDE domain	838.3262084999999	719.0177331999997
COG1204	Bacteria	Helicase conserved C-terminal domain	202.58458	55.392322500000006
304NV	Bacteria	Domain of unknown function (DUF1837)	211.9757917	0
335RG	Bacteria	-	202.58458	0
32Y1D	Bacteria	Phage holin family Hol44, in holin superfamily V	232.2296369	4.084606
COG0620	Bacteria	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation	112.50695809999999	183.1940937
COG1391	Bacteria	Involved in the regulation of glutamine synthetase GlnA, a key enzyme in the process to assimilate ammonia. When cellular nitrogen levels are high, the C-terminal adenylyl transferase (AT) inactivates GlnA by covalent transfer of an adenylyl group from ATP to specific tyrosine residue of GlnA, thus reducing its activity. Conversely, when nitrogen levels are low, the N-terminal adenylyl removase (AR) activates GlnA by removing the adenylyl group by phosphorolysis, increasing its activity. The regulatory region of GlnE binds the signal transduction protein PII (GlnB) which indicates the nitrogen status of the cell	57.02187229999999	15.437857999999999
COG0284	Bacteria	Belongs to the OMP decarboxylase family. Type 2 subfamily	280.2362337999999	522.5752424
31W9X	Bacteria	-	20.847057	3.484927
COG3654	Bacteria	Virulence protein RhuM family	92.40308929999998	247.1430912
COG3738	Bacteria	Domain of unknown function (DUF1287)	69.077925	40.75107
31IT9	Bacteria	-	20.847057	0
COG0833	Bacteria	amino acid	151.34742780000002	27.730412200000004
COG0706	Bacteria	Membrane protein insertase, YidC Oxa1 family	543.2253086	595.6920354000001
32HM5	Bacteria	-	20.847057	6.473062
COG3041	Bacteria	Bacterial toxin of type II toxin-antitoxin system, YafQ	461.4462664	287.11781339999993
COG4181	Bacteria	ATPases associated with a variety of cellular activities	20.847057	0
2ZDXV	Bacteria	-	20.847057	0
2ZAMS	Bacteria	COG NOG28378 non supervised orthologous group	132.3494	147.85201310000002
COG3772	Bacteria	lysozyme	153.10129560000001	196.84278190000003
33QM1	Bacteria	-	38.965372	0
2ZBZ4	Bacteria	-	30.75447	18.54632
329GN	Bacteria	-	36.7594577	81.19397049999999
32VF2	Bacteria	Psort location Cytoplasmic, score 8.96	36.7594577	88.67347500000001
32AWP	Bacteria	Psort location Cytoplasmic, score 8.96	30.75447	63.0216865
2Z9FZ	Bacteria	Psort location Cytoplasmic, score 8.96	60.59888210000001	144.8929086
2ZAB1	Bacteria	Psort location Cytoplasmic, score 8.96	43.675408000000004	88.0064402
32TVV	Bacteria	COG NOG33922 non supervised orthologous group	30.75447	57.1665419
32TQH	Bacteria	-	30.75447	59.010202
32UZ2	Bacteria	Domain of unknown function (DUF4923)	34.9573914	31.417416900000006
COG0101	Bacteria	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	563.0149611	608.4371306
333A7	Bacteria	Protein of unknown function (DUF3256)	34.3070897	38.1228108
COG3212	Bacteria	Putative beta-lactamase-inhibitor-like, PepSY-like	81.2711475	167.32891180000001
32SKC	Bacteria	-	34.149695300000005	2.9325376
2ZBPQ	Bacteria	-	46.973604300000005	0
COG3059	Bacteria	membrane	35.506449	36.5248816
COG3339	Bacteria	Protein of unknown function (DUF1232)	79.2036372	35.3407887
COG0132	Bacteria	Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring	37.581028800000006	55.7938729
COG2830	Bacteria	Protein of unknown function (DUF452)	34.3831889	51.127347099999994
COG0161	Bacteria	Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor	59.815921700000004	104.63800259999998
COG0502	Bacteria	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism	198.17335509999995	545.2439432999998
32NQS	Bacteria	-	30.75447	0
2ZAG0	Bacteria	Domain of unknown function (DUF4831)	44.0129807	62.0289468
2ZA86	Bacteria	-	26.2694228	2.8081665
COG1957	Bacteria	Inosine-uridine preferring nucleoside hydrolase	343.0297989	75.75571609999999
COG4975	Bacteria	Sugar transport protein	21.9694935	30.289521
31SV0	Bacteria	-	21.563387	3.0986667
COG0114	Bacteria	Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate	69.4313637	39.5059339
COG1738	Bacteria	Involved in the import of queuosine (Q) precursors, required for Q precursor salvage	41.30623069999999	58.358543999999995
331DG	Bacteria	Protein of unknown function (DUF2490)	18.509617	16.8002714
COG3622	Bacteria	Xylose isomerase-like TIM barrel	41.395542400000004	13.75536
301AS	Bacteria	-	18.509617	0
33S2T	Bacteria	Domain of unknown function (DUF5024)	18.509617	5.6977296
COG0786	Bacteria	Sodium/glutamate symporter	236.00410670000005	235.68350979999994
2N5B4	Archaea	Suppressor of fused protein (SUFU)	196.39127	0
COG0640	Bacteria	Putative ATP-dependent DNA helicase recG C-terminal	539.9059413999998	872.5842012999996
arCOG00922	Archaea	ATPases associated with a variety of cellular activities	198.7213908	0
COG1378	Bacteria	Archaeal transcriptional regulator TrmB	198.9484788	42.4057989
COG3859	Bacteria	Thiamine transporter protein (Thia_YuaJ)	263.1041467	226.62568380000002
COG1214	Bacteria	Universal bacterial protein YeaZ	398.6543867999999	398.58432830000015
COG0656	Bacteria	Aldo/keto reductase family	498.57589729999995	160.37019199999997
COG1254	Bacteria	Acylphosphatase	193.3701402	357.7141259
COG0141	Bacteria	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine	145.50181679999997	458.5065885000001
COG0131	Bacteria	Imidazoleglycerol-phosphate dehydratase	137.504223	411.1576486000001
33E2Y	Bacteria	-	38.9778486	3.538843
COG4320	Bacteria	Uncharacterized protein conserved in bacteria (DUF2252)	24.464987	6.7962346
COG5479	Bacteria	Converts alpha-N-acetylneuranimic acid (Neu5Ac) to the beta-anomer, accelerating the equilibrium between the alpha- and beta-anomers. Probably facilitates sialidase-negative bacteria to compete sucessfully for limited amounts of extracellular Neu5Ac, which is likely taken up in the beta-anomer. In addition, the rapid removal of sialic acid from solution might be advantageous to the bacterium to damp down host responses	62.179744	8.873454
COG1643	Bacteria	Helicase associated domain (HA2)  Add an annotation	65.74855790000001	58.67437650000001
COG2813	Bacteria	Ribosomal protein L11 methyltransferase (PrmA)	36.249414	5.3963401
COG1230	Bacteria	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	42.4603065	38.3542717
COG1974	Bacteria	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair	340.95575719999994	772.2812071000001
COG3973	Bacteria	DNA helicase	55.362854399999996	146.3128077
COG2001	Bacteria	Belongs to the MraZ family	276.387794	172.00337339999993
COG2919	Bacteria	Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic	233.56985270000004	291.05244309999995
31WG6	Bacteria	-	24.464987	0
32GAY	Bacteria	-	42.53237	9.5655307
COG5006	Bacteria	EamA-like transporter family	31.2849785	17.573061000000003
COG1146	Bacteria	4Fe-4S binding domain	80.61149870000001	109.2356731
COG0812	Bacteria	Cell wall formation	229.91375120000004	393.25465429999997
COG0267	Bacteria	Ribosomal protein L33	153.5391241	251.5820207
COG0626	Bacteria	Cys/Met metabolism PLP-dependent enzyme	155.98415039999998	71.59331949999999
32VSG	Bacteria	-	41.852418	14.1723483
COG0212	Bacteria	5-formyltetrahydrofolate cyclo-ligase family	213.81751690000002	326.69089790000004
COG2331	Bacteria	Putative regulatory protein	41.852418	10.9677302
COG1261	Bacteria	SAF	44.9158762	6.837275
31TNU	Bacteria	-	41.852418	7.872708
COG2252	Bacteria	Permease family	315.35001140000014	372.5468662000001
31VVT	Bacteria	-	73.318972	7.461795
COG3449	Bacteria	stress protein (general stress protein 26)	49.42376	5.7975054
COG1357	Bacteria	Pentapeptide repeats (8 copies)	202.58626980000003	343.6209481
2Z80K	Bacteria	-	42.618015299999996	11.7620359
2ZGCS	Bacteria	Outer membrane protein beta-barrel domain	42.2992545	31.0467144
COG4733	Bacteria	Putative carbohydrate metabolism domain	194.897116	295.0957238000001
COG3172	Bacteria	NAD metabolism ATPase kinase	60.258075999999996	68.2644502
COG0617	Bacteria	tRNA nucleotidyltransferase	642.7998129999999	870.9522652
31TPD	Bacteria	-	40.03895	3.3019912
COG0473	Bacteria	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	402.03610819999994	765.9257270999998
COG1803	Bacteria	methylglyoxal synthase	326.7984921000001	580.4110873999999
COG0119	Bacteria	Belongs to the alpha-IPM synthase homocitrate synthase family	360.1868071000001	877.5096824999998
COG4886	Bacteria	regulation of response to stimulus	371.1795165999999	454.1473067000001
33021	Bacteria	-	26.391129	20.518987
COG4845	Bacteria	Chloramphenicol acetyltransferase	101.9255158	147.7280997
2Z7JF	Bacteria	Gliding motility-associated protein GldN	35.1128255	26.1242303
2Z7S0	Bacteria	Gliding motility-associated protein GldM	38.699851	13.7473323
2Z8HM	Bacteria	Gliding motility-associated protein, GldL	36.7510567	14.587435800000002
32RN1	Bacteria	Protein of unknown function (DUF2795)	31.2475304	33.220641
COG3263	Bacteria	Potassium	94.46669730000002	192.79692850000004
COG1661	Bacteria	Domain of unknown function (DUF296)	108.88459509999998	237.20868979999997
COG2095	Bacteria	UPF0056 membrane protein	107.69504119999998	77.54667420000001
2ZINY	Bacteria	-	25.72229	0
300UM	Bacteria	Psort location Cytoplasmic, score 8.96	25.72229	9.612674
32380	Bacteria	DDE superfamily endonuclease	25.72229	9.612674
31K1C	Bacteria	Helix-turn-helix domain	25.72229	6.652484
33GET	Bacteria	Major fimbrial subunit protein (FimA)	117.0926736	55.4473272
33UEJ	Bacteria	Major fimbrial subunit protein (FimA)	30.1864695	0
3429A	Bacteria	Fimbrillin-A associated anchor proteins Mfa1 and Mfa2	25.72229	32.870169
COG1108	Bacteria	ABC 3 transport family protein	463.9330777	150.23462089999995
COG0248	Bacteria	Ppx GppA phosphatase family	365.8115805000001	110.8830025
COG2131	Bacteria	MafB19-like deaminase	378.3187426999999	367.6243581
2Z9XG	Bacteria	-	205.11871	0
arCOG01864	Archaea	Transcriptional regulators	205.11871	0
COG2378	Bacteria	WYL domain	612.5971101000002	598.2584799
COG1314	Bacteria	Preprotein translocase, SecG subunit	386.13615219999986	277.4870902
COG4625	Bacteria	domain protein	339.6082214	252.48051699999994
349VU	Bacteria	-	28.052677	0
30V8E	Bacteria	Cro/C1-type HTH DNA-binding domain	28.052677	0
32ZIJ	Bacteria	Psort location Cytoplasmic, score	35.5067172	172.2564414
30C6X	Bacteria	Psort location Cytoplasmic, score 8.87	51.841648	56.312838400000004
32YGV	Bacteria	phage transcriptional regulator, RinA family	48.314809999999994	15.548176
COG1783	Bacteria	Terminase-like family	1894.7364787999995	393.94056610000024
2Z8BD	Bacteria	-	152.9277735	253.15127370000002
COG2868	Bacteria	Cysteine protease Prp	333.6672933000001	338.1841347
2ZI7D	Bacteria	-	117.54847069999998	245.2272782
30SX6	Bacteria	-	134.0124375	224.84137
COG3757	Bacteria	lysozyme activity	379.44817759999984	446.62539769999995
COG1598	Bacteria	HicB_like antitoxin of bacterial toxin-antitoxin system	202.55671940000002	350.9906774000001
COG1724	Bacteria	HicA toxin of bacterial toxin-antitoxin,	77.25471560000001	247.10547259999998
33Y1Y	Bacteria	-	47.5186477	5.155978
30A0P	Bacteria	-	74.3111368	38.398438299999995
2ZSQJ	Bacteria	Phage uncharacterised protein (Phage_XkdX)	41.753264	0
33B7V	Bacteria	SPP1 phage holin	237.17980849999998	299.044485
2ZKY4	Bacteria	-	21.352734	0
31GKZ	Bacteria	Domain of unknown function (DUF3332)	28.1320895	14.678763
COG0383	Bacteria	Alpha mannosidase middle domain	190.20064820000002	192.11028180000002
COG3293	Bacteria	Transposase	32.8832307	91.4715079
33RFI	Bacteria	COG NOG32657 non supervised orthologous group	36.42428	0
33WBN	Bacteria	COG NOG35747 non supervised orthologous group	36.42428	45.636234
33YAG	Bacteria	-	36.42428	71.515695
33TKW	Bacteria	-	36.42428	44.81552
COG3201	Bacteria	nicotinamide mononucleotide transporter	78.7391467	45.5741905
COG4773	Bacteria	TonB-dependent Receptor Plug Domain	49.41790280000001	10.9615094
COG1286	Bacteria	Colicin V production protein	53.088441800000005	38.2090263
COG0719	Bacteria	Cysteine desulfurase	337.8564675000002	317.5975307
COG0396	Bacteria	Part of SUF system involved in inserting iron-sulfur clusters into proteins	126.68543120000001	174.1266329
COG0346	Bacteria	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	481.90301450000004	715.5968978
COG5652	Bacteria	VanZ like family	152.81760079999995	374.47271779999994
COG2166	Bacteria	Fe-S metabolism	62.93810440000001	40.186936
COG2071	Bacteria	Membrane dipeptidase (Peptidase family M19)	311.20610500000004	302.4498997
COG3965	Bacteria	Cation efflux family	43.739023599999996	20.3957197
COG4691	Bacteria	Plasmid stability protein	34.5631	8.108248
COG0440	Bacteria	ACT domain	270.65715960000006	460.5150573000001
COG0333	Bacteria	Belongs to the bacterial ribosomal protein bL32 family	186.36497410000004	302.2840101
COG1399	Bacteria	Uncharacterized ACR, COG1399	211.74799570000002	324.24277609999996
33EHP	Bacteria	-	45.120355599999996	4.67101
32ZDZ	Bacteria	Protein of unknown function (DUF3039)	46.763715	10.530007
33H72	Bacteria	-	34.5631	5.892546
3220I	Bacteria	-	34.5631	0
COG0689	Bacteria	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates	65.6903044	42.2253403
COG2160	Bacteria	Catalyzes the conversion of L-arabinose to L-ribulose	89.2882462	110.94940830000002
COG0128	Bacteria	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	281.08204379999995	529.3329372999999
32R1E	Bacteria	Psort location Cytoplasmic, score 8.96	28.76854	14.4050684
COG1283	Bacteria	Na Pi-cotransporter II-like protein	417.52059170000007	1353.2055597
31NZJ	Bacteria	-	28.76854	0
30TXN	Bacteria	6-bladed beta-propeller	28.76854	5.1665654
COG0074	Bacteria	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit	106.74502119999998	26.7808076
33EIZ	Bacteria	-	31.645845	7.3714366
31P9H	Bacteria	-	31.645845	0
COG4284	Bacteria	UTP-glucose-1-phosphate uridylyltransferase	44.265795999999995	60.4445374
31Y5K	Bacteria	-	31.637966	0
32SI2	Bacteria	Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters	29.477235	7.416209
324SH	Bacteria	-	20.916933	0
30F8H	Bacteria	-	30.19265	3.201167
COG3856	Bacteria	Protein of unknown function (DUF1290)	32.74753	4.907901
COG0040	Bacteria	ATP phosphoribosyltransferase	135.2699591	395.4303589
COG0140	Bacteria	Phosphoribosyl-ATP pyrophosphohydrolase	44.0617954	38.0424346
COG4767	Bacteria	VanZ like family	100.17438740000001	322.1601960000001
COG4405	Bacteria	ASCH	30.178518	0
COG3981	Bacteria	Acetyltransferase (GNAT) domain	39.5389042	9.8833864
31T91	Bacteria	-	20.916933	0
333S7	Bacteria	-	20.916933	0
2ZVB7	Bacteria	Phage tail protein	41.8703262	30.4192727
COG4948	Bacteria	Glycosyl-hydrolase 97 C-terminal, oligomerisation	616.0347586000003	597.6651955000001
COG0321	Bacteria	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate	31.3359227	62.48886139999999
COG1030	Bacteria	serine protease	56.98756649999999	90.82597759999999
COG1212	Bacteria	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria	66.3748099	75.4942084
COG3086	Bacteria	Positive regulator of sigma(E), RseC MucC	29.328928299999998	44.12530649999999
COG4656	Bacteria	Part of a membrane complex involved in electron transport	188.4867302	552.5725834000002
346VT	Bacteria	-	69.3457786	193.13934
COG2208	Bacteria	stage II sporulation	282.4337044	416.9499215999999
COG2221	Bacteria	hydrogenase large subunit	105.50334300000003	128.0719452
COG1905	Bacteria	Thioredoxin-like [2Fe-2S] ferredoxin	155.13607260000003	61.43530630000001
COG4667	Bacteria	Psort location Cytoplasmic, score 8.87	229.8885845	346.5104646
30FNA	Bacteria	Spore coat associated protein JA (CotJA)	44.727711799999994	0
32Y4N	Bacteria	CotJB protein	50.2147478	11.2048509
COG3546	Bacteria	Psort location Cytoplasmic, score 8.87	108.85011639999999	53.598485100000005
COG1116	Bacteria	Psort location CytoplasmicMembrane, score 9.49	402.84356599999995	532.7399923000002
COG2337	Bacteria	Toxic component of a toxin-antitoxin (TA) module	331.34321969999985	1830.0216146999999
30FN1	Bacteria	-	31.188809099999997	7.6867127
COG1227	Bacteria	DRTGG domain protein	96.46531179999998	147.88354650000002
2ZXN2	Bacteria	-	48.699014700000006	0
33B4F	Bacteria	TIGRFAM helicase secretion neighborhood TadE-like protein	48.782755800000004	11.011454
33B4A	Bacteria	Protein of unknown function (DUF4244)	45.5016	5.3993936
COG2064	Bacteria	Type II secretion system (T2SS), protein F	174.48023409999996	135.87788510000001
COG4965	Bacteria	Type ii secretion system	148.846801	113.96176820000001
COG4962	Bacteria	Type II IV secretion system protein	224.7752781000001	181.17279489999999
COG0455	Bacteria	bacterial-type flagellum organization	185.59762080000004	30.671476
32SDR	Bacteria	-	46.739704	7.7543063
32P53	Bacteria	-	28.292208	0
COG3547	Bacteria	Transposase IS116 IS110 IS902	3249.3308936	1501.3078591
COG3631	Bacteria	Abi-like protein	69.62863899999999	149.56925700000002
32Y5W	Bacteria	Psort location CytoplasmicMembrane, score 9.99	82.19770799999999	26.8545502
2ZCI0	Bacteria	-	44.436552199999994	19.860006
2ZIJN	Bacteria	-	190.7785097	35.7658172
COG3583	Bacteria	G5	238.86918679999997	323.75863659999993
COG4850	Bacteria	Uncharacterized conserved protein (DUF2183)	41.851838	15.7165443
COG1770	Bacteria	Peptidase, S9A B C family, catalytic domain protein	41.851838	34.6061524
COG0095	Bacteria	Biotin/lipoate A/B protein ligase family	110.00116000000001	62.6892587
COG1085	Bacteria	Galactose-1-phosphate uridyl transferase, N-terminal domain	68.4477608	12.5183317
COG3830	Bacteria	Belongs to the UPF0237 family	145.82645200000002	280.5234711
COG2848	Bacteria	UPF0210 protein	266.83244680000007	326.6643458
COG1316	Bacteria	Cell envelope-related transcriptional attenuator domain	451.4745298	985.6336342000002
32RSG	Bacteria	Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA	38.456269999999996	6.337827
COG3920	Bacteria	ATPase histidine kinase DNA gyrase B HSP90 domain protein	65.6000384	56.5043517
31HZA	Bacteria	-	33.505061	16.3967166
COG1507	Bacteria	Protein of unknown function (DUF501)	34.218427	4.1749735
COG1615	Bacteria	Uncharacterised protein family (UPF0182)	47.630884699999996	24.5258185
30P9F	Bacteria	-	37.465948999999995	9.8320389
31PYJ	Bacteria	ABC-2 family transporter protein	25.875092	7.94229
31HAF	Bacteria	ABC-2 family transporter protein	25.875092	5.9623632
COG1947	Bacteria	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	478.118569	390.47734060000005
COG0030	Bacteria	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	621.5427723	504.6595554
COG1658	Bacteria	Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step	307.9949901	224.66323119999998
COG0486	Bacteria	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	551.1999688999999	674.6872065
COG1847	Bacteria	R3H domain protein	440.935169	418.3355890000001
COG0149	Bacteria	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	542.2567486999998	368.3147504999999
COG5421	Bacteria	Psort location Cytoplasmic, score	515.4208927999999	142.36337269999999
COG3746	Bacteria	phosphate-selective porin O and P	137.61316719999996	197.62154600000002
COG3548	Bacteria	Protein of unknown function (DUF1211)	58.86951	8.7856165
COG3560	Bacteria	Nitroreductase family	81.9532028	35.241818599999995
32WNF	Bacteria	Domain of unknown function (DUF4120)	142.086074	25.425919
32T2B	Bacteria	Psort location Cytoplasmic, score 8.96	99.6990653	37.9067275
COG2015	Bacteria	Alkyl sulfatase dimerisation	109.3095654	193.60031299999997
33VUH	Bacteria	-	58.86951	15.229418
33PQ8	Bacteria	Psort location Cytoplasmic, score 8.96	58.86951	29.0850583
340X6	Bacteria	Psort location Cytoplasmic, score 8.96	58.86951	3.413999
33U1F	Bacteria	-	91.20094399999999	6.33251
3394G	Bacteria	Psort location Cytoplasmic, score 8.96	85.912044	10.7535062
COG2214	Bacteria	DnaJ molecular chaperone homology domain	105.62990429999999	32.195282
33RTR	Bacteria	-	85.912044	26.681424
33RCB	Bacteria	-	89.061431	18.446398
33V5T	Bacteria	-	101.59493	18.446398
33W09	Bacteria	Domain of unknown function (DUF4120)	58.86951	0
33ZRI	Bacteria	-	64.7795036	25.756218699999998
33R13	Bacteria	Domain of unknown function (DUF4121)	58.86951	27.115968
33R5T	Bacteria	-	58.86951	18.446398
2Z7W8	Bacteria	-	128.7309513	37.607299
33QFV	Bacteria	Conjugative transposon protein TraO	65.5528024	35.834328
COG3504	Bacteria	Conjugative transposon TraN protein	219.5782765	307.8876612
2Z7X2	Bacteria	Conjugative transposon TraM protein	199.29632689999997	253.97743139999997
345SJ	Bacteria	-	58.86951	35.834328
2Z8G6	Bacteria	Conjugative transposon TraJ protein	199.6902181	276.01031940000007
COG5314	Bacteria	COG NOG09946 non supervised orthologous group	201.06708110000002	256.9749313
33U0V	Bacteria	COG NOG30362 non supervised orthologous group	58.86951	41.7407063
33SSJ	Bacteria	Psort location Cytoplasmic, score 8.96	62.0985163	47.1447907
31J2R	Bacteria	Domain of unknown function (DUF4268)	25.9581717	2.7113335
COG0308	Bacteria	Peptidase family M1 domain	107.89535080000002	94.72489640000002
COG0031	Bacteria	Belongs to the cysteine synthase cystathionine beta- synthase family	416.34063209999994	976.7599723000001
COG1301	Bacteria	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family	351.7091742	1090.0915611000003
30XQS	Bacteria	-	17.808517	0
30NYV	Bacteria	-	17.808517	12.389971
30J91	Bacteria	-	17.808517	0
COG5377	Bacteria	YqaJ-like viral recombinase domain	108.27992990000001	113.75396599999999
3102G	Bacteria	-	17.808517	0
3402S	Bacteria	-	17.808517	0
335H7	Bacteria	Domain of unknown function (DUF4884)	17.808517	6.473715
31QI5	Bacteria	-	17.808517	0
32NPG	Bacteria	-	17.808517	0
COG1586	Bacteria	Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine	20.608987	23.8949112
33K8P	Bacteria	-	17.808517	0
30PJW	Bacteria	-	17.808517	0
COG2369	Bacteria	cell adhesion	250.3566334	257.1006415
COG3093	Bacteria	addiction module antidote protein, HigA	520.1994035000001	206.28958129999995
COG3549	Bacteria	Plasmid maintenance system killer protein	27.768928	14.5908525
30XTJ	Bacteria	Psort location Cytoplasmic, score 8.96	17.808517	0
300GX	Bacteria	-	17.808517	0
2ZGAQ	Bacteria	-	17.808517	0
308IB	Bacteria	-	28.061746399999997	5.3993936
34ATS	Bacteria	-	17.808517	0
2Z8D9	Bacteria	Phage major capsid protein E	17.808517	3.4753003
2ZU37	Bacteria	-	17.808517	0
2ZHVV	Bacteria	-	17.808517	0
335V9	Bacteria	Psort location Cytoplasmic, score 8.96	17.808517	6.484838
33YG8	Bacteria	-	17.808517	9.559716
32ZQQ	Bacteria	-	17.808517	0
2ZMKC	Bacteria	-	19.814170999999998	0
32UBB	Bacteria	-	28.398296	0
COG2706	Bacteria	Psort location Cytoplasmic, score	230.893384	114.93417379999998
2ZB89	Bacteria	-	28.887887100000004	38.7619222
COG1473	Bacteria	amidohydrolase	1174.6538923000003	1097.1107747
COG0246	Bacteria	Mannitol dehydrogenase	336.7087009	708.7672949
332GY	Bacteria	-	28.9565793	16.9039963
COG2339	Bacteria	Protease prsW family	47.63522149999999	31.410631000000002
32TDR	Bacteria	Psort location CytoplasmicMembrane, score	25.6590367	6.3666935
335DN	Bacteria	-	33.0729595	3.9314332
33C7C	Bacteria	-	21.583963	14.509086
330MH	Bacteria	-	44.590839	184.45018
2Z9BV	Bacteria	Psort location Cytoplasmic, score	115.88028940000001	550.264511
31RWJ	Bacteria	-	106.25973090000001	360.0633036
33ZHF	Bacteria	-	21.583963	157.71184
33CZF	Bacteria	Psort location Cytoplasmic, score	29.3811375	20.115167200000002
348PJ	Bacteria	-	21.583963	5.9623632
2ZBQ6	Bacteria	Transposon-encoded protein TnpV	310.616867	264.7057513
COG1236	Bacteria	Metallo-beta-lactamase domain protein	189.66803489999998	321.4602457
COG4978	Bacteria	Transcriptional regulator	69.5417009	218.14612
COG0449	Bacteria	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source	321.1267921	889.1631539000001
