KEGG_ko	Description	Symbol	0505-0101	R1W5
K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	ATPF1A, atpA	788.5150291	805.3568777999998
K02109	F-type H+-transporting ATPase subunit b	ATPF0B, atpF	560.3128901	622.1975846999999
K02110	F-type H+-transporting ATPase subunit c	ATPF0C, atpE	509.54175990000005	592.3075315000001
K02108	F-type H+-transporting ATPase subunit a	ATPF0A, atpB	559.5991717	723.9553487000002
K01991	polysaccharide biosynthesis/export protein	wza, gfcE	173.09516579999996	134.6029891
K00243	uncharacterized protein	K00243	79.5762837	114.39806119999999
K11645	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	fbaB	108.9861558	70.772905
K00847	fructokinase [EC:2.7.1.4]	E2.7.1.4, scrK	324.9445064	699.0389862999999
K00651	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	metA	226.47299249999995	424.9965758000001
K18139	outer membrane protein, multidrug efflux system	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC	80.1363786	58.25734979999999
K18300	outer membrane protein, multidrug efflux system	oprN	60.521549099999994	52.27608849999999
K03585	membrane fusion protein, multidrug efflux system	acrA, mexA, adeI, smeD, mtrC, cmeA	308.7309619	400.39022490000013
K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	fabH	327.068817	426.13907670000003
K03816	xanthine phosphoribosyltransferase [EC:2.4.2.22]	xpt	202.9530878	396.69806030000007
K16345	xanthine permease XanP	xanP	41.843011600000004	68.85680749999999
K01620	threonine aldolase [EC:4.1.2.48]	ltaE	262.9759488	432.74923440000003
K02395	peptidoglycan hydrolase FlgJ	flgJ	60.9826084	28.808305
K12308	beta-galactosidase [EC:3.2.1.23]	bgaB, lacA	286.9522033	273.95692579999996
K00895	diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	pfp, PFP	56.74829539999999	55.52174319999999
K07397	putative redox protein	yhfA	36.27418	8.439032000000001
K04477	putative hydrolase	ycdX	128.60723810000002	107.36799100000002
K08223	MFS transporter, FSR family, fosmidomycin resistance protein	fsr	47.55286879999999	35.4853171
K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	thiD	306.7673010999999	469.1264809
K00858	NAD+ kinase [EC:2.7.1.23]	ppnK, NADK	417.59835619999996	352.20374000000004
K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	pdxJ	63.6883302	31.606662
K01442	choloylglycine hydrolase [EC:3.5.1.24]	cbh	454.48070699999994	190.76600450000004
K03502	DNA polymerase V	umuC	366.4102097999999	538.9482766000001
K11051	multidrug/hemolysin transport system permease protein	cylB	392.15018	4.30842
K11050	multidrug/hemolysin transport system ATP-binding protein	cylA	392.15018	0
K03784	purine-nucleoside phosphorylase [EC:2.4.2.1]	deoD	335.16602630000006	232.75889819999995
K16509	regulatory protein spx	spxA	196.07509	3.4373188
K02778	glucose PTS system EIIB component [EC:2.7.1.199]	ptsGb	212.13347100000001	4.7926044
K02779	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	ptsG	212.13347100000001	4.7926044
K02803	N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]	nagEb	368.98391409999994	377.3170045999999
K02804	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	nagE	368.98391409999994	377.3170045999999
K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	E2.7.7.3A, coaD, kdtB	389.18149959999994	355.08683219999995
K00016	L-lactate dehydrogenase [EC:1.1.1.27]	LDH, ldh	318.91195389999996	160.25055270000001
K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	thyX, thy1	264.531755	221.35533189999998
K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	E1.17.4.1B, nrdB, nrdF	333.5081545	249.10494190000003
K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	hprT, hpt, HPRT1	435.51122600000014	349.2878002
K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	adhE	319.8196788	132.24495999999996
K00925	acetate kinase [EC:2.7.2.1]	ackA	495.5714572000001	493.99658860000017
K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	guaA, GMPS	551.8014222000003	514.9547872999997
K08659	dipeptidase [EC:3.4.-.-]	pepDA, pepDB	439.8468615	317.90337189999997
K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	potA	403.4690036	413.04688820000007
K11071	spermidine/putrescine transport system permease protein	potB	374.32264110000006	344.0380220000002
K11070	spermidine/putrescine transport system permease protein	potC	377.1474314999999	304.1134290000001
K11069	spermidine/putrescine transport system substrate-binding protein	potD	397.1026849	453.1156406
K03839	flavodoxin I	fldA, nifF, isiB	51.6768701	18.7286912
K07017	uncharacterized protein	K07017	56.966944000000005	21.400653
K03387	NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]	ahpF	36.237696	71.45240240000001
K03386	peroxiredoxin 2/4 [EC:1.11.1.24]	PRDX2_4, ahpC	126.9173931	97.78159910000001
K01775	alanine racemase [EC:5.1.1.1]	alr	362.96726849999993	689.6748797999999
K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	murF	293.7199602	472.04074349999996
K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	fabI	42.9379417	58.05571080000001
K01129	dGTPase [EC:3.1.5.1]	dgt	252.8419145	238.9641726
K02838	ribosome recycling factor	frr, MRRF, RRF	397.0980069	328.85726470000003
K03332	fructan beta-fructosidase [EC:3.2.1.80]	fruA	32.3680197	70.9807224
K09903	uridylate kinase [EC:2.7.4.22]	pyrH	403.71875520000003	354.1295703000001
K00625	phosphate acetyltransferase [EC:2.3.1.8]	E2.3.1.8, pta	168.04357969999998	392.2945345000001
K13788	phosphate acetyltransferase [EC:2.3.1.8]	pta	64.7796821	66.0075778
K00796	dihydropteroate synthase [EC:2.5.1.15]	folP	106.58983730000003	78.50128020000001
K03455	monovalent cation:H+ antiporter-2, CPA2 family	TC.KEF	91.18043959999999	152.51698849999997
K07259	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	dacB	88.09892400000001	70.58911690000001
K12340	outer membrane protein	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF	148.44905100000003	135.81875340000002
K07240	chromate transporter	chrA	637.6308177000002	2014.376540200001
K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	E3.4.21.102, prc, ctpA	281.6399190000001	561.2772199
K14274	xylono-1,5-lactonase [EC:3.1.1.110]	xylC	31.1290973	0
K12585	exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]	DIS3, RRP44	53.710520499999994	116.59752789999997
K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	tsaE	398.3295174999999	378.6342026
K03551	holliday junction DNA helicase RuvB [EC:5.6.2.4]	ruvB	505.63929570000005	494.31897390000006
K18954	AraC family transcriptional regulator, transcriptional activator of pobA	pobR	46.3830784	31.3631685
K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	deaD, cshA	340.99388559999994	549.7207157000001
K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13]	kdsD, kpsF	59.844150400000004	67.9501134
K03310	alanine or glycine:cation symporter, AGCS family	TC.AGCS	636.5255404000002	1259.6196029999996
K03308	neurotransmitter:Na+ symporter, NSS family	TC.NSS	564.8451773000003	847.9518166999999
K09810	lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]	lolD	80.5391843	30.071978700000006
K22132	tRNA threonylcarbamoyladenosine dehydratase	tcdA	239.64782029999998	408.2668065999999
K01187	alpha-glucosidase [EC:3.2.1.20]	malZ	529.8175000000001	1094.4374962
K02080	putative deaminase/isomerase [EC:3.5.99.-]	agaI	36.281246	8.7427132
K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	nagB, GNPDA	396.0446201	485.90407250000004
K13668	phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]	pimB	46.8693853	34.3121668
K02805	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	wecE, rffA	93.00254709999999	25.9241432
K03497	ParB family transcriptional regulator, chromosome partitioning protein	parB, spo0J	1041.913049	1262.9214811
K06921	uncharacterized protein	K06921	161.9273718	257.9498088
K01854	UDP-galactopyranose mutase [EC:5.4.99.9]	glf	500.3268262	343.40746129999997
K02888	large subunit ribosomal protein L21	RP-L21, MRPL21, rplU	366.7685689000001	285.32620159999993
K02899	large subunit ribosomal protein L27	RP-L27, MRPL27, rpmA	394.12600240000006	296.5867825
K01258	tripeptide aminopeptidase [EC:3.4.11.4]	pepT	488.3287905000001	679.0507761000002
K00605	aminomethyltransferase [EC:2.1.2.10]	gcvT, AMT	107.3654321	65.4884122
K22230	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-]	iolU	216.1660688	692.6193476
K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	E6.3.5.1, NADSYN1, QNS1, nadE	562.9309798	728.3958861
K10206	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	E2.6.1.83	313.96173680000004	491.21158060000005
K01778	diaminopimelate epimerase [EC:5.1.1.7]	dapF	295.5170875	403.9540568
K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	asnB, ASNS	246.83233809999996	502.0142237000002
K00266	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	gltD	592.8266807000003	1079.8425033000005
K00265	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	gltB	274.26297919999996	663.7631004
K00284	glutamate synthase (ferredoxin) [EC:1.4.7.1]	GLU, gltS	252.5948487	664.1825205000001
K04762	ribosome-associated heat shock protein Hsp15	hslR	46.897483699999995	16.792228
K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	PTH1, pth, spoVC	456.9317715000001	438.49040410000003
K02897	large subunit ribosomal protein L25	RP-L25, rplY	116.9137406	74.03630009999999
K07138	uncharacterized protein	K07138	323.4634651	414.08981850000004
K00793	riboflavin synthase [EC:2.5.1.9]	ribE, RIB5	141.70499500000003	360.6035408
K05516	curved DNA-binding protein	cbpA	204.22831910000002	497.31747640000003
K07058	membrane protein	K07058	148.57133130000003	175.35529889999998
K09704	uncharacterized protein	K09704	59.8388477	89.82285830000002
K04518	prephenate dehydratase [EC:4.2.1.51]	pheA2	227.97867270000006	458.37447679999997
K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	pheA	217.65679780000005	438.54374519999993
K00210	@	@	66.0802311	32.2006076
K04517	prephenate dehydrogenase [EC:1.3.1.12]	tyrA2	209.72437840000003	392.08586309999987
K02035	peptide/nickel transport system substrate-binding protein	ABC.PE.S	1090.1244201999996	1728.3636858999996
K15580	oligopeptide transport system substrate-binding protein	oppA, mppA	530.1462848999998	1379.6962577000004
K02033	peptide/nickel transport system permease protein	ABC.PE.P	958.2831056000002	845.3762697999997
K15581	oligopeptide transport system permease protein	oppB	607.2011769	896.4650941000002
K02034	peptide/nickel transport system permease protein	ABC.PE.P1	804.0522758999998	660.2006807000004
K15582	oligopeptide transport system permease protein	oppC	516.1450867000001	838.4788456999999
K02031	peptide/nickel transport system ATP-binding protein	ddpD	512.4804246000001	327.02494010000004
K02032	peptide/nickel transport system ATP-binding protein	ddpF	701.4077672	248.19116369999998
K01681	aconitate hydratase [EC:4.2.1.3]	ACO, acnA	308.0293064	381.02080289999986
K06890	uncharacterized protein	K06890	389.90799720000007	318.11803869999994
K07816	GTP pyrophosphokinase [EC:2.7.6.5]	E2.7.6.5	240.3144033	356.07688010000004
K04095	cell filamentation protein	fic	125.36358190000001	284.9340161999999
K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	CRLS	234.195507	417.66151770000005
K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	secA	570.2256463999998	859.7537893000001
K07485	transposase	K07485	68.11459310000001	37.031463099999996
K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	idsA	40.5592562	5.9623632
K02470	DNA gyrase subunit B [EC:5.6.2.2]	gyrB	759.6756235999999	1385.0153168999998
K00852	ribokinase [EC:2.7.1.15]	rbsK, RBKS	581.1562881999998	374.9253787999999
K03724	ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	lhr	73.9845863	68.3762039
K02469	DNA gyrase subunit A [EC:5.6.2.2]	gyrA	812.1365377	1293.4141908000006
K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	spoT	133.27822880000002	110.0139374
K03767	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	PPIA	41.341314000000004	23.798028600000002
K07006	uncharacterized protein	K07006	45.344047	0
K22306	glucosyl-3-phosphoglycerate phosphatase [EC:3.1.3.85]	gpgP	68.61682800000001	17.9492733
K00024	malate dehydrogenase [EC:1.1.1.37]	mdh	89.76372359999999	115.3789783
K06969	23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	rlmI	325.6913772000001	790.4310933999999
K07079	uncharacterized protein	K07079	273.6609491999999	423.9163340999999
K03634	outer membrane lipoprotein carrier protein	lolA	26.0093311	33.605895399999994
K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	trxB, TRR	912.2309554999999	910.1095433000004
K08364	periplasmic mercuric ion binding protein	merP	21.0636082	15.0548475
K03664	SsrA-binding protein	smpB	380.2736204	306.50553519999994
K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	metH, MTR	386.6415704000001	772.4339839000005
K05396	D-cysteine desulfhydrase [EC:4.4.1.15]	dcyD	38.1582187	2.6710374
K04940	opine dehydrogenase [EC:1.5.1.28]	odh	38.350081100000004	46.60957200000001
K07282	gamma-polyglutamate biosynthesis protein CapA	capA, pgsA	296.0639777999999	296.8539146
K07407	alpha-galactosidase [EC:3.2.1.22]	E3.2.1.22B, galA, rafA	226.2757017	359.8159504000001
K09952	CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	csn1, cas9	326.9845006	65.83741760000001
K01573	oxaloacetate decarboxylase (Na+ extruding) subunit gamma	oadG	61.1951474	44.603209
K02914	large subunit ribosomal protein L34	RP-L34, MRPL34, rpmH	434.18935189999996	367.42283209999994
K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	ddl	362.7679207000001	479.40464959999986
K00819	ornithine--oxo-acid transaminase [EC:2.6.1.13]	rocD, OAT	54.071188	18.9417208
K01480	agmatinase [EC:3.5.3.11]	speB	188.52458520000005	244.31691540000003
K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	E3.1.3.25, IMPA, suhB	142.55956609999998	49.02281239999999
K01053	gluconolactonase [EC:3.1.1.17]	gnl, RGN	67.7167977	21.567626100000002
K03550	holliday junction DNA helicase RuvA [EC:5.6.2.4]	ruvA	425.54818919999997	417.7262530000001
K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	gpmI	201.71959270000002	456.74918219999995
K00784	ribonuclease Z [EC:3.1.26.11]	rnz	291.9723945	459.9235296999999
K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	cydB	45.1418702	90.1154593
K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	cydA	58.653121	77.1986263
K16937	thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2]	doxD	33.361362	0
K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	lpxB	67.92371849999999	102.41894900000001
K03787	5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]	surE	58.399033100000004	53.1345934
K03980	putative peptidoglycan lipid II flippase	murJ, mviN	157.2921421	81.08480230000002
K18828	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]	mvpA, vapC	23.236319	14.1190427
K01712	urocanate hydratase [EC:4.2.1.49]	hutU, UROC1	58.7494758	125.4232203
K00603	glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	fctD	61.271452000000004	85.9464119
K13990	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]	FTCD	46.500712500000006	62.9109526
K01468	imidazolonepropionase [EC:3.5.2.7]	hutI, AMDHD1	55.18880340000001	88.38599109999998
K01745	histidine ammonia-lyase [EC:4.3.1.3]	hutH, HAL	75.24871750000001	106.52988830000001
K03593	ATP-binding protein involved in chromosome partitioning	mrp, NUBPL	93.09062589999999	120.2580139
K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	trmB, METTL1, TRM8	424.941679	431.32124189999996
K07098	uncharacterized protein	K07098	218.9838322	287.8430093999999
K04041	fructose-1,6-bisphosphatase III [EC:3.1.3.11]	fbp3	252.8544758000001	526.8925956999999
K02015	iron complex transport system permease protein	ABC.FEV.P	406.4663166999999	1245.8272042
K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]	ABC.FEV.A	334.14505799999995	721.7175530000002
K00528	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	fpr	185.86495950000003	359.84479860000005
K17722	dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]	preT	50.926670800000004	73.5851673
K07126	uncharacterized protein	K07126	327.1640705000001	711.6376300000001
K03978	GTP-binding protein	engB	332.52539759999996	308.03983530000005
K01270	dipeptidase D [EC:3.4.13.-]	pepD	309.0528900000001	194.87398370000003
K01274	beta-Ala-Xaa dipeptidase [EC:3.4.13.-]	pepV	257.0352616	44.3428276
K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	dapE	550.8190161000001	470.51381440000006
K03525	type III pantothenate kinase [EC:2.7.1.33]	coaX	512.5478855000001	749.9330710000002
K02238	competence protein ComEC	comEC	491.9738018	808.9021243
K02237	competence protein ComEA	comEA	342.12481019999996	260.4530701
K03442	small conductance mechanosensitive channel	mscS	306.1002792	165.65534889999998
K22044	moderate conductance mechanosensitive channel	ybiO	254.9015285	236.9324348
K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	rlmB	420.84591140000003	381.0569108000001
K01623	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	ALDO	181.11253430000002	3.4279528
K03977	GTPase	engA, der	436.6630685	439.1692637
K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	gpsA	677.9157248999998	432.6687736000001
K02025	multiple sugar transport system permease protein	ABC.MS.P	1416.0840311999998	996.0822561
K10118	raffinose/stachyose/melibiose transport system permease protein	msmF	473.9610635000002	345.21799589999995
K02026	multiple sugar transport system permease protein	ABC.MS.P1	1390.5263387	817.1919042
K05813	sn-glycerol 3-phosphate transport system substrate-binding protein	ugpB	271.3916968	35.54965910000001
K01081	5'-nucleotidase [EC:3.1.3.5]	E3.1.3.5	211.57800410000002	96.5044197
K01119	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]	cpdB	299.54757140000004	520.7396659000001
K17240	inositol-phosphate transport system ATP-binding protein	inoK	199.31193140000002	24.5017559
K01174	micrococcal nuclease [EC:3.1.31.1]	nuc	176.04723	9.097895399999999
K06200	carbon starvation protein	cstA	282.87722600000006	365.45446799999996
K03531	cell division protein FtsZ	ftsZ	450.7407899	539.7254899000001
K03590	cell division protein FtsA	ftsA	49.639918	97.47986970000001
K03589	cell division protein FtsQ	ftsQ	235.98740649999996	370.9644593999999
K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	murC	371.84133770000005	495.2843383
K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	murG	271.7586770000001	689.5369804
K03588	cell division protein FtsW	ftsW, spoVE	464.3352222999999	989.4868358999993
K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	murD	281.6524534999999	514.2615307000001
K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	mraY	366.1743476	691.2217378000001
K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	murE	256.46590929999996	821.3516139999999
K03587	cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]	ftsI	380.24781450000023	917.7551856999996
K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	mraW, rsmH	451.6787859	480.9756294999999
K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	rsmD	203.12644430000003	381.68995829999994
K01144	@	@	31.367464499999997	78.10463239999999
K03734	FAD:protein FMN transferase [EC:2.7.1.180]	apbE	336.2301496000001	463.7230877999999
K02837	peptide chain release factor 3	prfC	237.42582869999998	428.34181309999997
K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	rfbD, rmlD	383.5333078	632.2707937000001
K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	mpl	67.8386843	17.227355499999998
K03885	NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]	ndh	28.8932921	5.7620135
K20968	AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA	exsA	55.332886	38.79125739999999
K16213	cellobiose epimerase [EC:5.1.3.11]	cbe, mbe	62.20250109999999	91.29667710000003
K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family	TC.GPH	623.4522488	663.5334528000001
K16212	4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]	mgp	45.153261	44.1609848
K19355	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	MAN	25.388563	29.181322299999998
K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	argD	264.6447993	598.7547922
K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	argC	289.3911201	510.0112264
K01940	argininosuccinate synthase [EC:6.3.4.5]	argG, ASS1	362.87322839999996	641.2022444999997
K03402	transcriptional regulator of arginine metabolism	argR, ahrC	188.31052590000004	312.7148041000001
K01058	phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	pldA	26.930073200000002	5.7097974
K01966	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	PCCB, pccB	34.2310151	56.9644724
K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	accC	178.0525364	133.2012033
K01965	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	PCCA, pccA	48.722316899999996	50.951209999999996
K01960	pyruvate carboxylase subunit B [EC:6.4.1.1]	pycB	130.47467730000002	199.35723289999999
K07106	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	murQ	61.1525656	69.9199045
K06911	quercetin 2,3-dioxygenase [EC:1.13.11.24]	PIR	105.2272925	69.90353139999999
K02000	glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	proV	84.258073	43.7402585
K02001	glycine betaine/proline transport system permease protein	proW	84.258073	43.8090966
K02002	glycine betaine/proline transport system substrate-binding protein	proX	95.92587699999999	47.4488724
K02217	ferritin [EC:1.16.3.2]	ftnA, ftn	156.05405489999998	130.9510611
K13993	HSP20 family protein	HSP20	238.20161780000004	556.5841339999998
K03534	L-rhamnose mutarotase [EC:5.1.3.32]	rhaM	69.5913108	40.5492521
K02429	MFS transporter, FHS family, L-fucose permease	fucP	101.5340427	180.4812758
K02557	chemotaxis protein MotB	motB	37.444428800000004	26.243714200000003
K15876	cytochrome c nitrite reductase small subunit	nrfH	25.388563	18.8546767
K03098	apolipoprotein D and lipocalin family protein	APOD	34.2018159	0
K07053	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	E3.1.3.97	286.4023285999999	351.4363953999999
K09777	extracellular matrix regulatory protein A	remA	59.686864	202.20839539999997
K00949	thiamine pyrophosphokinase [EC:2.7.6.2]	thiN, TPK1, THI80	438.5969739000001	321.5127757000001
K06390	stage III sporulation protein AA	spoIIIAA	145.1872267	290.63413750000007
K06392	stage III sporulation protein AC	spoIIIAC	101.67860329999999	255.6365634
K06393	stage III sporulation protein AD	spoIIIAD	106.87392059999999	257.1302756
K06394	stage III sporulation protein AE	spoIIIAE	132.9652518	281.6094548
K06396	stage III sporulation protein AG	spoIIIAG	124.209433	270.66652039999997
K06397	stage III sporulation protein AH	spoIIIAH	117.1010772	259.2253713
K01409	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	OSGEP, KAE1, QRI7	502.69470389999987	715.2408299000001
K09775	uncharacterized protein	K09775	104.0143208	232.6174206
K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	tlyA	178.95931190000002	284.8791453
K02755	beta-glucoside PTS system EIIA component [EC:2.7.1.-]	bglFa	275.3851154000001	400.0958261
K02756	@	@	278.90921040000006	408.94719790000005
K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	bglF, bglP	278.90921040000006	408.94719790000005
K02777	sugar PTS system EIIA component [EC:2.7.1.-]	crr	124.7584113	247.07259630000001
K03210	preprotein translocase subunit YajC	yajC	226.58814740000005	510.8552096
K03584	DNA repair protein RecO (recombination protein O)	recO	241.3197108	349.85242470000003
K01489	cytidine deaminase [EC:3.5.4.5]	cdd, CDA	296.30410009999997	593.0563041000001
K07402	xanthine dehydrogenase accessory factor	xdhC	247.84716079999993	545.9038669999998
K04085	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	tusA, sirA	119.3057629	244.121765
K01008	selenide, water dikinase [EC:2.7.9.3]	selD, SEPHS	146.6820566	267.3597972
K03518	aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	coxS	279.4983963	261.9549607
K07141	molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	mocA	140.3718203	258.3383199
K03458	nucleobase:cation symporter-2, NCS2 family	TC.NCS2	379.73324940000015	453.36934730000013
K21471	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	cwlO	540.6652852999999	811.9544103
K00831	phosphoserine aminotransferase [EC:2.6.1.52]	serC, PSAT1	284.9135046	472.9547772
K07768	two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]	senX3	82.03761	24.087860999999997
K02548	1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	menA	96.39169000000001	62.350913199999994
K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	KARS, lysS	553.5511793000001	600.5666032999995
K19577	MFS transporter, DHA1 family, inner membrane transport protein	ydhP	76.187948	16.2698046
K06889	uncharacterized protein	K06889	394.36463249999997	668.1962474
K13059	N-acetylhexosamine 1-kinase [EC:2.7.1.162]	nahK, lnpB	31.2345256	9.921598
K15533	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [EC:2.4.1.211]	K15533	205.29657770000003	323.3945856
K01875	seryl-tRNA synthetase [EC:6.1.1.11]	SARS, serS	464.33930150000003	432.6707901999999
K03488	beta-glucoside operon transcriptional antiterminator	licT, bglG	147.63597470000002	77.28567290000001
K00520	mercuric reductase [EC:1.16.1.1]	merA	54.223142200000005	8.65159
